ফসল এত ভালো হওয়া শেষ কবে ছিল সে মনে করতে পারছে না,অত্তো গম ফসল আগে হঁনদিন অইছিল ইয়া ইতর মনে ন ফড়ের।,ফসল এত ভালো হয়ে যাওয়া শেষ কাল চট্টগ্রামে অনুবাদ করা হতে পারে না হে চাটগাঁইয়াতে.,চাটগাঁইয়া: অনুগ্রহ করে ধাক্কানা তুঁইক শীহতা পক্কি আপনাকে দেখবে।,চাটগাঁইয়া: ফসল অত ভালো হওয়া শেষ কবে তা মনে করতে পারত না
সে কয়েক মাস ধরে হাঁটুর ব্যথায় ভুগছিল এবং অবশেষে বিশেষজ্ঞের কাছে গেছে।,ইতে মেলা মাস ধরি অঁঁটুর বিষত আছিল আর এহুন ডাক্তার দেখাইয়্যে।,"ঔ হাঁটুৱে প্রাকৃতিক ভাষায় অনুবাদ হ’লো:
ঔ হে কয়েক মাঠে হাঁটুৱে প্রাকৃতিক ভাষায় ভুগছিল আৰু অবশেষে বিশেষজ্ঞেৱে প্র","চাটগাঁইয়া: মেগহ উপরেতা আপনি ওঠাওজগত হওয়া
তুমি মেগহ উপরে ওঠাওজগত হওয়া চাটগাঁইয়া ভাষায় অন�","চাটগাঁইয়া: তুমি কয়েক মাস ধরে পাখাঁক ব্যথায় ভুগছিল ও অবশেষে বিশেষজ্ঞের কাঁখাঁখি আটাটে আস<টা>>মি।
টি�"
জোয়ার আমাদের সঙ্গে থাকলে সূর্যাস্তের আগে দ্বীপে পৌঁছাব।,জোয়ার আঁরার লয় থাহিলে আজিন্নে বেলার আগে দ্বীপে ফঁইচ্ছি যাইয়্যুম।,অঞ্চল চাটা হে আ�,"চাটগাঁইয়া: অনুবাদ বাক্যটি চাটগাঁইয়া ভাষায় হলো -
তুমি অনুবাদক হিসেং অনুবাদ করতে পারো চাটগাঁইয়া ভা�","চাটগাঁইয়া: জোয়ার আমানোয়াত সূর্যাস্ত হতো দ্বীপে পাঁখনা হব।
তুমি অনুবাদটি সঠিকভাবে চাটগাঁইয়া ভা�"
চট্টগ্রামের অনেক তরুণ এখন ঢাকার আইটি কোম্পানিতে কাজ করছে।,চাটগাঁর মেলা জোয়ান ফুয়া এহুন ঢাকার আইটি কোম্পানিত হাজ গরের।,"ঔ চাটগাঁইয়া বাছা আঞ্চলিক ভাষায়:
আঞ্চলিক: ঢাকায় বাংলা আঞ্চলিক ভাষায়:
নেক বাংলা আঞ্চলিক বাছা আঞ্চলিক ভাষায়:
অনেক বাংলা",চাটগাঁইয়া: অবার কাল পাটি হয়ে আসে,চাটগাঁইয়া: চাটগাঁইয়া তরুণকুঞ্চাঁইয়া ঢাকা শহরে ইটি ও টেকনোলজি কোম্পানিতে কাজ করত আটাটটা ছিল।
সে চাটগাঁইয়া বাংলা ও ইংরেজির মধ্যে অনায়াসে কোড-সুইচ করে.,"ইতে চাটগাঁইয়া, বাংলা আর ইংরেজি মিলাই কথা কয়।","ঔ, তে চাটগাঁইয়া বাংলা ও আঞ্চলিক আঞ্চলিক ভাষায় অনায়াসে চাটগাঁইয়া হ’ল. হে আঞ্চলিক ভাষায় চাটগাঁইয়া বাংলা ও আঞ্চলিক �",চাটগাঁইয়া: চিত্রকাজটা ওজন খাড়াটা ছিল আমাদের স্কুলের সবচেয়ে খাঁটিমতোয়া অনুষ্ঠান।,চাটগাঁইয়া: সে চাটগাঁইয়া ভাষায় প্রাকৃতিক ও অনানুবাদিক। তুমি চাটগাঁইয়া ভাষায় বাংলা বাক্যটিকে প্রাকৃত
সে হাসপাতালে বাংলা না জানা রোগীদের জন্য অনুবাদক হিসেবে স্বেচ্ছাসেবী কাজ করে।,ইতে হাস্পাতালত যারা বাংলা ন বুঝে তারারে বুঝাই দেওনর হাজ গরে।,ঔঞ্চলে তে বাংলা বাক্য হ’লে স্বেচ্ছাসেবী কাজ করে চট্টগ্রাম। পাতালে বাংলা বাক্য অনুবাদ করা হবে। চাটগাঁইয়া ভাষায় অনুবাদটি স,চাটগাঁইয়া: রাস্তা ক্ষতিত হয়েছে তোমার বাস লম্বা পথ নিয়ে যায়।,চাটগাঁইয়া: সে হাসপাতালে বাংলা ভাষা বাক্যকে চাটগাঁইয়া ভাষায় প্রাকৃতিক ও স্বাভাবিক চাটগাঁইয়া ভাষায় অনুব
ক্ষুধার্ত মানুষ রাগী মানুষ।,যার ভুক বেশি ইতর গুসসাও বেশি।,ঔঢ় পাণ্ডা হেঞ্চ পাণ্ডা।,চাটগাঁইয়া: তুমি কালকে কুইঠায় যাবুঁখানকি? তুমি কুইঠায় ওঠাঁকি আমি জানুঁখানকি? (প্রাকৃতিক চাটগাঁ,চাটগাঁইয়া: ক্ষুট মানুষ ক্রুট মানুষ।
শোক জানাতে প্রতিবেশী ও আত্মীয়রা দূর থেকে এসেছেন.,দুক জানাইতল্লাই হাতর ঘরের মাইনষ আর আত্মীয় অঅল মেলা দূরত্তুন আইয়্যে।,"ঘোষণা বাংলা হতে প্রাকৃতিক ভাষায়: অনুবাদ হলো:
ঔঞ্চগাঁইয়া: ঠাক ভাষায়: অনুবাদ হলো:
ঔঞ্চগাঁইয়া: আঞ্চলিক �",চাটগাঁইয়া: তার দয়া পটলের হাতে আসে �<|ত|ওঁক|তাঁক|তাঁক|তাঁক|তাঁক|তাঁক|তাঁক|তাঁক|তাঁক|তাঁ�,"চাটগাঁইয়া: শুকুঁইয়া তুমি দুর্ভাগ্যবাঁধাবন চাটগাঁইয়ায় অনুবাদ করঁক।
You translate the Bangla sentence into Chittagonian dialect:
শুকুঁইয়া ত"
তারা পাঁচ বছর ধরে একসাথে আছে।,তারা পাঁচ বছর ধরি একসাথে আছে।,"ঔ তাই পাঁচ বছর ধারে আঞ্চলিক ভাষায় ছাঁথ।
English: অনুবাদ: তারা পাঁচ বছর ধারে আঞ্চলিক ভাষায় ছাঁথ।
English meaning: They have been together for five years.",চাটগাঁইয়া: তিনি দুপুরের বিরতে তাঁতক খেলে সহকর্কি সাথে।,চাটগাঁইয়া: তারা পাঁখাঁঁত পাটি একসাথে আটানুয়া বছর।
চাটগাঁইয়া সূচিকর্মের শৈলীতে সমুদ্রের মোটিফ ও পাহাড়ের নকশা একসাথে ব্যবহার হয়।,চাটগাঁর সেলাইর নিয়ম দরিয়া আর ফাড়র নকশা একলয় অয়।,"চাটগাঁইয়া আঞ্চলিক বাছাইখাণ্ডে চট্টগ্রামের আঞ্চলিক বাক্য হলো হালেকাঁইয়া বাংলায়:
ঔকাঁইয়া আঞ্চলিক বাছাইখাণ্ডে চট্টগ্রামে",চাটগাঁইয়া: অনেক জনকে বিশ্বাস করেন যে সরকার প্রতিকুঁয়া বিষয়ে অবদান করতে হলে চাটগাঁইয়া ভাষায় স্বাস্থ্�,চাটগাঁইয়া: পাখাঁইয়া উপকুমারিতা বাঁধাঁইয়া চিত্রকল্পে সমুদ্র বাঁধাঁইয়া ও পাহাড়ি বাঁধাঁইয়া চিত্�
খরার সময় বৃষ্টি ছাড়া কৃষকরা জমিতে পানি দিতে সংগ্রাম করেন,হুহার সময় বৃষ্টি ন অইলে হিষারি অঅল জমিতে পানি দিইত মেলা হষ্ট পায়।,"খড়ে আঞ্চলিক ভাষায় বৃষ্টি হলে বৃন্দ বালেখাঁইয়ার আঞ্চলিক ভাষায় অনুবাদ করা হলো:
নিচের বাংলা বাক্যটি চাটগা�",চাটগাঁইয়া: টানুন টানুন অন্য পাঠে নিয়োমা করুন,চাটগাঁইয়া: খাটোয়াঁক সময়ে বুষক বুঝুক কৃষকরা জমিতে পানি দিতে তাড়কতা করেন
